text,tidy_text,polarity_score_vader,polarity_score_textblob,label_vader,label_textblob,coordinates
"#CallMeCam
Not even gonna try bc I know it will cost like $15 a minute bc I live in Australia",#CallMeCam Not even gonna try bc I know it will cost like $15 a minute bc I live in Australia,"(0.0, 0.116)",0.13636363636363635,positive,positive,"[Decimal('145.00017796'), Decimal('-37.76101726')]"
That Flat White Diet ☕️ || #melbourne #coffee #flatwhite @ Market Lane Cafe http://t.co/uC74JZUXra,That Flat White Diet ☕️ || #melbourne #coffee #flatwhite Market Lane Cafe,"(0.0, 0.0)",-0.0125,neutral,negative,"[Decimal('144.95912119'), Decimal('-37.80736353')]"
@e_FashionPolice Bitch Stole My Movie Character costume? #awkward http://t.co/leJEJ6qOyg,Bitch Stole My Movie Character costume? #awkward,"(0.519, 0.0)",-0.6,negative,negative,"[Decimal('144.96090436'), Decimal('-37.82019207')]"
@ecvitak Tell me how you woke up this morning please.,Tell me how you woke up this morning please.,"(0.0, 0.223)",0.0,positive,neutral,"[Decimal('144.77561465'), Decimal('-37.68329944')]"
@Pink_Girl_69 : please do your job properly. Massage those areas that I have told you.,: please do your job properly. Massage those areas that I have told you.,"(0.0, 0.15)",0.0,positive,neutral,"[Decimal('145.01451954'), Decimal('-37.75745639')]"
"""Design in small business is not about the cost it's about investment"" Dr Ken Cato #SBFV2014","""Design in small business is not about the cost it's about investment"" Dr Ken Cato #SBFV2014","(0.0, 0.0)",-0.25,neutral,negative,"[Decimal('144.95259523'), Decimal('-37.82508895')]"
@3nilfcyea yes please.  And some android options please #forgottenmajority,yes please. And some android options please #forgottenmajority,"(0.0, 0.593)",0.0,positive,neutral,"[Decimal('144.9567346'), Decimal('-37.8169976')]"
"Blending on with the locals, first flat white #coffee #Melbourne #Brunswick @ A Minor Place http://t.co/EvgN8gOUQh","Blending on with the locals, first flat white #coffee #Melbourne #Brunswick A Minor Place","(0.0, 0.0)",0.04375,neutral,positive,"[Decimal('144.96966717'), Decimal('-37.76161773')]"
All jewellery in store in 50% off the marked price. These earrings start at $9.50 - $14.50 💎💎💛💛 @… http://t.co/1OOArJtx8N,All jewellery in store in 50% off the marked price. These earrings start at $9.50 - $14.50 💎💎💛💛 …,"(0.0, 0.259)",0.1,positive,positive,"[Decimal('144.98705733'), Decimal('-37.77954862')]"
Dose anyone know anything about primary sleep hyper hydrosis??? Please I need help if u can mail me !!,Dose anyone know anything about primary sleep hyper hydrosis??? Please I need help if u can mail me !!,"(0.0, 0.265)",0.625,positive,positive,"[Decimal('144.68603184'), Decimal('-37.83713082')]"
"Please RT - My next round of workshops are up! breads, butters and jams; and Urban Larder - book quickly at http://t.co/OOiaqK7px7","Please RT - My next round of workshops are up! breads, butters and jams; and Urban Larder - book quickly at","(0.0, 0.115)",0.02083333333333333,positive,positive,"[Decimal('145.00707683'), Decimal('-37.77861428')]"
"Everyone please follow Lij, hes amazingly talented and super sexy so go follow him ily xx @LijGilmour 
#LijTo25K","Everyone please follow Lij, hes amazingly talented and super sexy so go follow him ily xx #LijTo25K","(0.0, 0.598)",0.5111111111111111,positive,positive,"[Decimal('145.5406012'), Decimal('-37.779023')]"
"I'm at 115 Grill &amp; Brewhouse in Melbourne, Victoria https://t.co/rOHHRpswyT","I'm at 115 Grill &amp; Brewhouse in Melbourne, Victoria","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.03892418'), Decimal('-37.80779394')]"
"@MarieAnneLeCler These are the details of my beloved cat
 Please help if you can..",These are the details of my beloved cat Please help if you can..,"(0.0, 0.454)",0.7,positive,positive,"[Decimal('144.9894276'), Decimal('-37.8005344')]"
"Finally made it to knitting, and @kateeprice made me a hat. 💚 #bestthursdayever #knitting… http://t.co/UCDGO9XFXF","Finally made it to knitting, and made me a hat. 💚 #bestthursdayever #knitting…","(0.0, 0.244)",0.0,positive,neutral,"[Decimal('144.96575309'), Decimal('-37.81559638')]"
@TheMattEspinosa please follow me Shakira?,please follow me Shakira?,"(0.0, 0.434)",0.0,positive,neutral,"[Decimal('144.99955248'), Decimal('-37.81458036')]"
Rocking the big screen tonight at the #vpa2014conf Great to see some other tweeters in the house... http://t.co/Pmd6O0u8iI,Rocking the big screen tonight at the #vpa2014conf Great to see some other tweeters in the house...,"(0.0, 0.204)",0.225,positive,positive,"[Decimal('144.9603086'), Decimal('-37.8296819')]"
@BrotherAmos @onebigmoon31 tough flight but for the price I'd do it again,tough flight but for the price I'd do it again,"(0.122, 0.0)",-0.3888888888888889,negative,negative,"[Decimal('144.945696'), Decimal('-37.729033')]"
@swearyanthony @BernardKeane think of it as a cost saving measure. With no ISPs and nobody using the internet: no need to build the NBN.,think of it as a cost saving measure. With no ISPs and nobody using the internet: no need to build the NBN.,"(0.18, 0.0)",0.0,negative,neutral,"[Decimal('145.3642499'), Decimal('-37.858882')]"
Can someone please write my thesis while I lie in bed like a burrito?,Can someone please write my thesis while I lie in bed like a burrito?,"(0.0, 0.286)",0.0,positive,neutral,"[Decimal('145.1998249'), Decimal('-38.10371566')]"
Please adopt or grow a tree to stop global warming for my #livingearthproject please today.  Join us.,Please adopt or grow a tree to stop global warming for my #livingearthproject please today. Join us.,"(0.094, 0.433)",0.0,positive,neutral,"[Decimal('145.1202055'), Decimal('-38.1414841')]"
@shanedelia crap I knew I 4got 2 do something 2nite. F!!! Is 2nite's episode gonna b posted on the net? #PleaseSayYes,crap I knew I 4got 2 do something 2nite. F!!! Is 2nite's episode gonna b posted on the net? #PleaseSayYes,"(0.155, 0.0)",-0.5,negative,negative,"[Decimal('145.17138801'), Decimal('-37.86783722')]"
Life goals: move out of home (yes it is hard to move out of parents' house esp when you're pilipino lol),Life goals: move out of home (yes it is hard to move out of parents' house esp when you're pilipino lol),"(0.056, 0.221)",0.25416666666666665,positive,positive,"[Decimal('144.7720806'), Decimal('-37.8678831')]"
Just keep me busy please,Just keep me busy please,"(0.0, 0.365)",0.1,positive,positive,"[Decimal('145.01956402'), Decimal('-37.87169678')]"
But please don't assume I condone arachnid cruelty because I do not,But please don't assume I condone arachnid cruelty because I do not,"(0.292, 0.161)",0.0,negative,neutral,"[Decimal('144.55784375'), Decimal('-37.69831007')]"
"Mmmm bleach clean, for that bathhouse fresh smell.","Mmmm bleach clean, for that bathhouse fresh smell.","(0.0, 0.455)",0.33333333333333337,positive,positive,"[Decimal('145.1699013'), Decimal('-37.8880486')]"
"my oh my, what a view ! #whatawalk #perfectweather @ The Cape Schanck Lighthouse, Mornington http://t.co/wowKjSbUDY","my oh my, what a view ! #whatawalk #perfectweather The Cape Schanck Lighthouse, Mornington","(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.08418372'), Decimal('-37.96004632')]"
The new 5sos house from the emperors new groove ✌️ #guess5sosbignews http://t.co/qA1wTq653u,The new 5sos house from the emperors new groove ✌️ #guess5sosbignews,"(0.0, 0.0)",0.13636363636363635,neutral,positive,"[Decimal('144.39499536'), Decimal('-38.02986359')]"
please like http://t.co/4jNAaqNP3w #author #writers #readers #novel @IARTG,please like #author #writers #readers #novel,"(0.0, 0.703)",0.0,positive,neutral,"[Decimal('145.0561065'), Decimal('-37.9526868')]"
Told housemate we picked up a beer client at work. http://t.co/3zWgKAGLRH,Told housemate we picked up a beer client at work.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.95642802'), Decimal('-37.83269124')]"
@theheraldsun - please! Gran reckons 3 yo picked a good cause? Fucking hell!! Maybe those words are used by Gran in front of the baby?,- please! Gran reckons 3 yo picked a good cause? Fucking hell!! Maybe those words are used by Gran in front of the baby?,"(0.151, 0.199)",-0.11875000000000002,positive,negative,"[Decimal('144.82293421'), Decimal('-37.7914559')]"
Could this be my last visit :( please (at Melbourne Retina Associates) — https://t.co/2OgdFpxSTz,Could this be my last visit :( please (at Melbourne Retina Associates) —,"(0.179, 0.142)",-0.375,negative,negative,"[Decimal('144.97503'), Decimal('-37.80849')]"
"""@nicekicks: Flyknit Roshes release tomorrow → http://t.co/uIJUP4NndL Cop or drop? http://t.co/yS3R5RDM5k"" feelin' theeeesse!",""": Flyknit Roshes release tomorrow → Cop or drop? "" feelin' theeeesse!","(0.179, 0.0)",0.0,negative,neutral,"[Decimal('145.0211682'), Decimal('-37.7315057')]"
@walshy05 @kaatieee27 And please let Bucks have his 1st decent run with injuries in 2015,And please let Bucks have his 1st decent run with injuries in 2015,"(0.0, 0.161)",0.16666666666666666,positive,positive,"[Decimal('144.3991093'), Decimal('-37.8179092')]"
@PutinRF_Eng Hello my friend please settle ukrane down I will get to Russia etc no need please Mark,Hello my friend please settle ukrane down I will get to Russia etc no need please Mark,"(0.184, 0.243)",-0.15555555555555559,positive,negative,"[Decimal('144.96068659'), Decimal('-37.7758281')]"
Excited to announce that THESE THINGS TAKE WINE has been confirmed a spot in @Bris_Powerhouse Wonderland season! http://t.co/s6lF5hv8lX,Excited to announce that THESE THINGS TAKE WINE has been confirmed a spot in Wonderland season!,"(0.0, 0.152)",0.4375,positive,positive,"[Decimal('144.96363276'), Decimal('-37.8287381')]"
"It is hard to feel emotional leaving the flat I've lived in for a year when it is furniture-less, heat-less and eerily quiet. #timetogo","It is hard to feel emotional leaving the flat I've lived in for a year when it is furniture-less, heat-less and eerily quiet. #timetogo","(0.056, 0.064)",-0.07916666666666668,positive,negative,"[Decimal('144.9807653'), Decimal('-37.7836779')]"
Standing out front of the house so I can get WiFi #LockedOut #NeedMyOwnKeys,Standing out front of the house so I can get WiFi #LockedOut #NeedMyOwnKeys,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.8797961'), Decimal('-37.6711897')]"
Anyone have any tips on places in @Melbourne CBD to buy reasonably priced art? Local galleries?,Anyone have any tips on places in CBD to buy reasonably priced art? Local galleries?,"(0.0, 0.0)",0.1,neutral,positive,"[Decimal('144.96259788'), Decimal('-37.81280557')]"
@ashtays yea I have some for that 😉 but can't justify buying more when I pretty much love in my workout gear hehe. Come visit soon please?,yea I have some for that 😉 but can't justify buying more when I pretty much love in my workout gear hehe. Come visit soon please?,"(0.0, 0.359)",0.4166666666666667,positive,positive,"[Decimal('144.73461361'), Decimal('-37.56614191')]"
Thanks @householdhacker for giving me this purple lit insect enclosure idea! Your excellent ideas really inspired me! http://t.co/wPZlpiy9gn,Thanks for giving me this purple lit insect enclosure idea! Your excellent ideas really inspired me!,"(0.0, 0.521)",0.5,positive,positive,"[Decimal('145.0983125'), Decimal('-37.71797')]"
@jamesroywriter @SirThomasWynne Let him go Peta please,Let him go Peta please,"(0.0, 0.365)",0.0,positive,neutral,"[Decimal('144.85642727'), Decimal('-37.83866772')]"
At these prices it would be rude not to have at least one more. #pints... (Praline) http://t.co/G5qcPAepTU #photo,At these prices it would be rude not to have at least one more. #pints... (Praline) #photo,"(0.158, 0.0)",-0.033333333333333326,negative,negative,"[Decimal('144.979'), Decimal('-37.806')]"
Hello Melbourne. I'm in you. Can you please make it a bit warmer... (@ Melbourne Airport (MEL) - @melair) https://t.co/UmAOHlRbb8,Hello Melbourne. I'm in you. Can you please make it a bit warmer... ( Melbourne Airport (MEL) - ),"(0.0, 0.209)",0.0,positive,neutral,"[Decimal('144.848394'), Decimal('-37.686804')]"
And the U14 semi final kicks off against @PowerhouseHC at mattock reserve! #gohigh http://t.co/c2yHCR8WaK,And the U14 semi final kicks off against at mattock reserve! #gohigh,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.07195905'), Decimal('-37.8282551')]"
"#TheLastOfUs needs more DLC now, please!","#TheLastOfUs needs more DLC now, please!","(0.0, 0.364)",0.625,positive,positive,"[Decimal('145.1451277'), Decimal('-38.1078455')]"
I adore Steven Moffat's work on Doctor Who. Eleven is my Doctor. If you have any problems with this please unfollow me. #doctorwho #moffat,I adore Steven Moffat's work on Doctor Who. Eleven is my Doctor. If you have any problems with this please unfollow me. #doctorwho #moffat,"(0.091, 0.199)",0.0,positive,neutral,"[Decimal('145.01883677'), Decimal('-37.87063053')]"
I'm rather drunk and I haven't even left the house yet.... I hate uni,I'm rather drunk and I haven't even left the house yet.... I hate uni,"(0.337, 0.0)",-0.43333333333333335,negative,negative,"[Decimal('145.1150856'), Decimal('-37.8440853')]"
Tense second half with @PowerhouseHC lead to a 2-2 extra time. Dominant position by mhsob sees the team through to grand final next week!,Tense second half with lead to a 2-2 extra time. Dominant position by mhsob sees the team through to grand final next week!,"(0.09, 0.123)",0.0,positive,neutral,"[Decimal('145.0725452'), Decimal('-37.8282108')]"
@VenusDeMileage Hugs dearest. Please chat to @DanieTreg She knows all about naughty legs &amp; difficulty walking. And she brilliant xx,Hugs dearest. Please chat to She knows all about naughty legs &amp; difficulty walking. And she brilliant xx,"(0.085, 0.456)",0.375,positive,positive,"[Decimal('145.01874'), Decimal('-37.87065793')]"
Soft as butter umpire. Please.,Soft as butter umpire. Please.,"(0.0, 0.365)",0.1,positive,positive,"[Decimal('144.96006691'), Decimal('-37.85318876')]"
Please Hale 200 beckons #AFLPiesHawks,Please Hale 200 beckons #AFLPiesHawks,"(0.0, 0.365)",0.0,positive,neutral,"[Decimal('144.98697201'), Decimal('-37.79438213')]"
Please Improve your laugh before snapchatting,Please Improve your laugh before snapchatting,"(0.0, 0.746)",0.3,positive,positive,"[Decimal('145.2571952'), Decimal('-37.9275389')]"
"@Beaugold76Beau @virulentfury @AmeliaJohnsonRP @MollyTaylor_IRP @matty_IRP please bitchslap lol...hey, love you xx","please bitchslap lol...hey, love you xx","(0.0, 0.619)",0.5,positive,positive,"[Decimal('145.12355989'), Decimal('-38.06177701')]"
Pleased to report it doesn't taste like facial hair at all. - Drinking a Five O'clock Shadow at @beerdeluxe - http://t.co/HmZMhmoxUq,Pleased to report it doesn't taste like facial hair at all. - Drinking a Five O'clock Shadow at -,"(0.096, 0.132)",0.25,positive,positive,"[Decimal('144.969'), Decimal('-37.8173')]"
Please guys I want your opinions https://t.co/5ivRLLdvKv,Please guys I want your opinions,"(0.0, 0.474)",0.0,positive,neutral,"[Decimal('145.09312824'), Decimal('-37.65858245')]"
Please rt HAHAAHA https://t.co/cIe3w3WjwU,Please rt HAHAAHA,"(0.0, 0.535)",0.0,positive,neutral,"[Decimal('145.08513592'), Decimal('-37.96501701')]"
"""@JJCC_PrinceMak: Please don't hate me :(  https://t.co/qOeJm6CdZT // https://t.co/7fD8Gtrb5g”"" bea what are you talking about you look good",""": Please don't hate me :( // ”"" bea what are you talking about you look good","(0.0, 0.449)",-0.2833333333333334,positive,negative,"[Decimal('144.6955555'), Decimal('-37.8391718')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x532","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x532","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x533","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x533","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x542","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x542","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x544","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x544","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x545","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x545","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x549","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x549","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x554","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x554","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x559","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x559","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x567","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x567","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"@NiallOfficial 

Heyyo Niall

If you were a chicken, 

you'd be immPECKable

can you please follow me? love youuuu 

youre pretty cool x569","Heyyo Niall If you were a chicken, you'd be immPECKable can you please follow me? love youuuu youre pretty cool x569","(0.0, 0.414)",0.125,positive,positive,"[Decimal('145.0478507'), Decimal('-37.9136421')]"
"today's my last day in melbourne city for a very long time, friends come see me please","today's my last day in melbourne city for a very long time, friends come see me please","(0.0, 0.274)",-0.0325,positive,negative,"[Decimal('145.34139306'), Decimal('-37.90661348')]"
"Dear @meatmaiden, please home-deliver me a batch of your awesome lobster mac cheese. And a side of… http://t.co/nttOZzsmHg","Dear , please home-deliver me a batch of your awesome lobster mac cheese. And a side of…","(0.0, 0.391)",1.0,positive,positive,"[Decimal('144.96738627'), Decimal('-37.81403298')]"
And this my isn't all of them #headies @ unicorn house http://t.co/0nTMY39cme,And this my isn't all of them #headies unicorn house,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.86675559'), Decimal('-37.80598974')]"
I'm at the dentist &amp; they spelt my name as Chlease.,I'm at the dentist &amp; they spelt my name as Chlease.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.34481787'), Decimal('-38.03303956')]"
house auction in fitzroy  #nelsonalexanderfoundation  auctioning a house and donate all agent fees to #charcoallane http://t.co/qFMvPztoy0,house auction in fitzroy #nelsonalexanderfoundation auctioning a house and donate all agent fees to #charcoallane,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9823265'), Decimal('-37.7947041')]"
Mindfuck: walking through your grandparent's old house when it comes up for sale again.,Mindfuck: walking through your grandparent's old house when it comes up for sale again.,"(0.0, 0.0)",0.1,neutral,positive,"[Decimal('145.15880415'), Decimal('-37.88096279')]"
@Luke5SOS please follow me I will kill the person that killed ya as we'll on Calum's dream,please follow me I will kill the person that killed ya as we'll on Calum's dream,"(0.361, 0.169)",-0.2,negative,negative,"[Decimal('145.12837973'), Decimal('-37.9207442')]"
@GrowlyCub Watching UK house shows so I know what you mean Edinburgh sounds fun,Watching UK house shows so I know what you mean Edinburgh sounds fun,"(0.0, 0.216)",-0.0062500000000000056,positive,negative,"[Decimal('144.8838188'), Decimal('-37.7965665')]"
"Hey luke hemmings from 5SOS
please follow me if u see this :)",Hey luke hemmings from 5SOS please follow me if u see this :),"(0.0, 0.345)",0.5,positive,positive,"[Decimal('145.08495742'), Decimal('-37.96509756')]"
"Glorious day, and what am I doing... Housework #wife #houseduties","Glorious day, and what am I doing... Housework #wife #houseduties","(0.0, 0.318)",0.0,positive,neutral,"[Decimal('145.0909596'), Decimal('-37.5928416')]"
@Trav_Roebuck can you find out what @edsheeran says at the end of #dont ??!! Please,can you find out what says at the end of #dont ??!! Please,"(0.195, 0.0)",0.0,negative,neutral,"[Decimal('145.28183478'), Decimal('-38.10854581')]"
Como house cync123 ❤️💕😁🍎🍳☀️☕️🍴🍉😘🍞 #love #comohouse @ Como Historic House &amp; Garden http://t.co/jr1LIAGcjI,Como house cync123 ❤️💕😁🍎🍳☀️☕️🍴🍉😘🍞 #love #comohouse Como Historic House &amp; Garden,"(0.0, 0.323)",0.25,positive,positive,"[Decimal('145.00343787'), Decimal('-37.83793264')]"
Testing #hyperlapse while skating. Probably not the best idea. #AIHLFinals @ Medibank Icehouse http://t.co/4PgTmJNe4F,Testing #hyperlapse while skating. Probably not the best idea. #AIHLFinals Medibank Icehouse,"(0.234, 0.0)",1.0,negative,positive,"[Decimal('144.9363486'), Decimal('-37.81196117')]"
@JakeBourke @LPFNC @omfnl  replaced by who please jake?,replaced by who please jake?,"(0.0, 0.365)",0.0,positive,neutral,"[Decimal('144.9837764'), Decimal('-37.819961')]"
Like price for marwood,Like price for marwood,"(0.0, 0.455)",0.0,positive,neutral,"[Decimal('145.31094836'), Decimal('-38.00854038')]"
"Smooth and malty, not convinced the coffee improves it. - Drinking an One Shot at @alehouseproject - http://t.co/lifyCf18mr","Smooth and malty, not convinced the coffee improves it. - Drinking an One Shot at -","(0.118, 0.147)",0.4,positive,positive,"[Decimal('144.971'), Decimal('-37.7755')]"
You and your fancy-pants zamboni. @ Medibank Icehouse http://t.co/x7wTRtPzr6,You and your fancy-pants zamboni. Medibank Icehouse,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9363486'), Decimal('-37.81196117')]"
@kristianpisano Yes... Richmond 7th please.,Yes... Richmond 7th please.,"(0.0, 0.714)",0.0,positive,neutral,"[Decimal('144.98384932'), Decimal('-37.82060032')]"
Let's go Mustangs. #BelieveOrange #BleedOrange @ Medibank Icehouse http://t.co/FnbOJCP1IB,Let's go Mustangs. #BelieveOrange #BleedOrange Medibank Icehouse,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.9363486'), Decimal('-37.81196117')]"
Cleaning the house so that the babysitter we're interviewing thinks we actually have our shit together. Just don't open the cupboards.,Cleaning the house so that the babysitter we're interviewing thinks we actually have our shit together. Just don't open the cupboards.,"(0.153, 0.0)",-0.06666666666666667,negative,negative,"[Decimal('144.88095544'), Decimal('-37.81397674')]"
Like eating liquorice from a wet ashtray. Yum. - Drinking a Black Lung IV at @alehouseproject - http://t.co/Le2CbQV1sK,Like eating liquorice from a wet ashtray. Yum. - Drinking a Black Lung IV at -,"(0.0, 0.143)",-0.13333333333333333,positive,negative,"[Decimal('144.971'), Decimal('-37.7755')]"
Please never watch the movie 'Karla',Please never watch the movie 'Karla',"(0.0, 0.315)",0.0,positive,neutral,"[Decimal('144.99236122'), Decimal('-37.81071128')]"
"Beautiful red wine colour. Sharp and tangy, very drinkable. Great summer beer. - Drinking a Rosso @ The Cathouse - http://t.co/dW9v1ueAU5","Beautiful red wine colour. Sharp and tangy, very drinkable. Great summer beer. - Drinking a Rosso The Cathouse -","(0.0, 0.327)",0.34500000000000003,positive,positive,"[Decimal('144.967'), Decimal('-37.7531')]"
@Michael5SOS please follow me it would mean so much I'm for Australia as well,please follow me it would mean so much I'm for Australia as well,"(0.0, 0.286)",-0.056249999999999994,positive,negative,"[Decimal('145.1283391'), Decimal('-37.9207039')]"
"A stage/film actress friend in Melbourne asked if I could be her publicist, very flattered but think that's beyond my marketing expertise!","A stage/film actress friend in Melbourne asked if I could be her publicist, very flattered but think that's beyond my marketing expertise!","(0.0, 0.178)",0.25,positive,positive,"[Decimal('145.1153908'), Decimal('-37.90429635')]"
@lachlanbeer 65 it is. #dontleaveforthestatesbeforeicollect #peterboroughboysrule,65 it is. #dontleaveforthestatesbeforeicollect #peterboroughboysrule,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('144.962568'), Decimal('-37.8222599')]"
@anthonyivey Indeed. Ironic how often so many people to preach market freedom arc up on the price of food. Is this in response to something?,Indeed. Ironic how often so many people to preach market freedom arc up on the price of food. Is this in response to something?,"(0.054, 0.152)",0.35,positive,positive,"[Decimal('145.04220707'), Decimal('-37.82839824')]"
"Bizarre flat atmosphere for most of the game, continues in the crowd walking back to city.","Bizarre flat atmosphere for most of the game, continues in the crowd walking back to city.","(0.133, 0.0)",0.095,negative,positive,"[Decimal('144.9760444'), Decimal('-37.8206075')]"
"""Cover the mould to keep bugs out. The moisture from one housefly can create enough steam pressure to blast molten iron 30 feet in the air""","""Cover the mould to keep bugs out. The moisture from one housefly can create enough steam pressure to blast molten iron 30 feet in the air""","(0.078, 0.074)",0.0,negative,neutral,"[Decimal('144.9405352'), Decimal('-37.7903019')]"
Will I be replacing #MickMalthouse as coach that's a very good question?#AFLESSVCAR #united @carltonfc… http://t.co/rEYTv2I6nt,Will I be replacing #MickMalthouse as coach that's a very good question?#AFLESSVCAR #united …,"(0.0, 0.343)",0.9099999999999999,positive,positive,"[Decimal('144.98338522'), Decimal('-37.81988927')]"
View of #melbourne from in-law Rogalskys new apartment. Ooh la and la! @ Albert Park Lake 5.5Klm http://t.co/WDXFB3GZlm,View of #melbourne from in-law Rogalskys new apartment. Ooh la and la! Albert Park Lake 5.5Klm,"(0.0, 0.0)",0.17045454545454544,neutral,positive,"[Decimal('144.96636801'), Decimal('-37.8415293')]"
Tigs please #AFLSwansTigers http://t.co/38i36v98QD,Tigs please #AFLSwansTigers,"(0.0, 0.535)",0.0,positive,neutral,"[Decimal('144.71623871'), Decimal('-37.56500458')]"
Malthouse you speak so much crap!,Malthouse you speak so much crap!,"(0.388, 0.0)",-1.0,negative,negative,"[Decimal('144.8883698'), Decimal('-37.7889149')]"
@PerthRacingGuru just lost my house#weakaspiss,just lost my house#weakaspiss,"(0.434, 0.0)",0.0,negative,neutral,"[Decimal('145.09374211'), Decimal('-37.82813184')]"
"Dinner with the one and only @chrish112 yew! ;-) (@ Shophouse Kitchen in Melbourne, VIC) https://t.co/iE3oWC9udf http://t.co/quBdqmoCK1","Dinner with the one and only yew! ;-) ( Shophouse Kitchen in Melbourne, VIC)","(0.0, 0.15)",0.125,positive,positive,"[Decimal('144.9657359'), Decimal('-37.81073221')]"
"I will start avoiding him cos e be lyk say na hum dem wan use""@obote_man: What will you do to a friend that got you a full pack of condoms.""","I will start avoiding him cos e be lyk say na hum dem wan use"": What will you do to a friend that got you a full pack of condoms.""","(0.071, 0.095)",0.07499999999999998,positive,positive,"[Decimal('144.7508813'), Decimal('-37.712347')]"
"One more, please. #AFLSwansTigers","One more, please. #AFLSwansTigers","(0.0, 0.464)",0.5,positive,positive,"[Decimal('144.71620996'), Decimal('-37.56504733')]"
"Just to make things weirder the girl next to me on the train is taking photos of me. Please stop, that's creepy","Just to make things weirder the girl next to me on the train is taking photos of me. Please stop, that's creepy","(0.148, 0.092)",-0.25,negative,negative,"[Decimal('144.99324632'), Decimal('-37.83352231')]"
.@MaltedMilkhouse Thw way the fans are carrying on you'd think they had.,. Thw way the fans are carrying on you'd think they had.,"(0.0, 0.0)",0.0,neutral,neutral,"[Decimal('145.00246909'), Decimal('-37.85319611')]"
@peterfilopoulos @Richmond_FC 9 wins Filop.. ;-) few happy Tigers around.. Including my house... Both teams in the #AFLFinals,9 wins Filop.. ;-) few happy Tigers around.. Including my house... Both teams in the #AFLFinals,"(0.0, 0.42)",0.28750000000000003,positive,positive,"[Decimal('145.13061736'), Decimal('-37.86666961')]"
